mem_used,cpu_used,disc_used,date
"77,4,41,""2021-09-23 13:36:45"""
"77,4,41,""2021-09-23 13:36:45"""
"77,6,41,""2021-09-23 13:36:47"""
"77,6,41,""2021-09-23 13:36:47"""
"77,5,41,""2021-09-23 13:36:49"""
"77,6,41,""2021-09-23 13:36:49"""
"77,5,41,""2021-09-23 13:36:51"""
"77,5,41,""2021-09-23 13:36:51"""
"77,5,41,""2021-09-23 13:36:53"""
"77,5,41,""2021-09-23 13:36:53"""
"77,4,41,""2021-09-23 13:36:55"""
"77,4,41,""2021-09-23 13:36:55"""
"77,9,41,""2021-09-23 13:36:57"""
"77,9,41,""2021-09-23 13:36:57"""
"78,12,41,""2021-09-23 13:37:00"""
"78,12,41,""2021-09-23 13:37:00"""
"78,12,41,""2021-09-23 13:37:02"""
"78,12,41,""2021-09-23 13:37:02"""
"78,8,41,""2021-09-23 13:37:04"""
"78,8,41,""2021-09-23 13:37:04"""
"78,11,41,""2021-09-23 13:37:06"""
"78,11,41,""2021-09-23 13:37:06"""
"77,6,41,""2021-09-23 13:37:08"""
"77,6,41,""2021-09-23 13:37:08"""
"77,8,41,""2021-09-23 13:37:10"""
"77,8,41,""2021-09-23 13:37:10"""
"79,19,41,""2021-09-23 13:37:12"""
"79,19,41,""2021-09-23 13:37:12"""
"78,17,41,""2021-09-23 13:37:14"""
"78,17,41,""2021-09-23 13:37:14"""
"78,10,41,""2021-09-23 13:37:16"""
"78,10,41,""2021-09-23 13:37:16"""
"77,14,41,""2021-09-23 13:37:18"""
"77,14,41,""2021-09-23 13:37:18"""
"78,13,41,""2021-09-23 13:37:21"""
"78,14,41,""2021-09-23 13:37:21"""
"78,11,41,""2021-09-23 13:37:23"""
"78,11,41,""2021-09-23 13:37:23"""
"78,6,41,""2021-09-23 13:37:25"""
"78,6,41,""2021-09-23 13:37:25"""
"78,8,41,""2021-09-23 13:37:27"""
"78,7,41,""2021-09-23 13:37:27"""
"77,9,41,""2021-09-23 13:37:29"""
"77,9,41,""2021-09-23 13:37:29"""
"77,8,41,""2021-09-23 13:37:31"""
"77,8,41,""2021-09-23 13:37:31"""
"77,14,41,""2021-09-23 13:37:33"""
"77,14,41,""2021-09-23 13:37:33"""
"77,10,41,""2021-09-23 13:37:35"""
"77,10,41,""2021-09-23 13:37:35"""
"77,10,41,""2021-09-23 13:37:37"""
"77,10,41,""2021-09-23 13:37:37"""
"77,8,41,""2021-09-23 13:37:39"""
"77,8,41,""2021-09-23 13:37:39"""
"77,10,41,""2021-09-23 13:37:41"""
"77,10,41,""2021-09-23 13:37:41"""
"78,12,41,""2021-09-23 13:37:44"""
"78,12,41,""2021-09-23 13:37:44"""
"78,13,41,""2021-09-23 13:37:46"""
"78,13,41,""2021-09-23 13:37:46"""
"78,7,41,""2021-09-23 13:37:48"""
"78,7,41,""2021-09-23 13:37:48"""
"78,7,41,""2021-09-23 13:37:50"""
"78,7,41,""2021-09-23 13:37:50"""
"78,12,41,""2021-09-23 13:37:52"""
"78,12,41,""2021-09-23 13:37:52"""
"78,9,41,""2021-09-23 13:37:54"""
"78,10,41,""2021-09-23 13:37:54"""
"78,13,41,""2021-09-23 13:37:56"""
"78,13,41,""2021-09-23 13:37:56"""
"78,7,41,""2021-09-23 13:37:58"""
"78,7,41,""2021-09-23 13:37:58"""
"78,10,41,""2021-09-23 13:38:00"""
"78,10,41,""2021-09-23 13:38:00"""
"78,9,41,""2021-09-23 13:38:02"""
"78,9,41,""2021-09-23 13:38:02"""
"78,9,41,""2021-09-23 13:38:05"""
"78,9,41,""2021-09-23 13:38:05"""
"78,9,41,""2021-09-23 13:38:07"""
"78,9,41,""2021-09-23 13:38:07"""
"78,7,41,""2021-09-23 13:38:09"""
"78,7,41,""2021-09-23 13:38:09"""
"78,6,41,""2021-09-23 13:38:11"""
"78,6,41,""2021-09-23 13:38:11"""
"78,6,41,""2021-09-23 13:38:13"""
"78,6,41,""2021-09-23 13:38:13"""
"78,7,41,""2021-09-23 13:38:15"""
"78,7,41,""2021-09-23 13:38:15"""
"78,10,41,""2021-09-23 13:38:17"""
"78,10,41,""2021-09-23 13:38:17"""
"78,15,41,""2021-09-23 13:38:19"""
"78,15,41,""2021-09-23 13:38:19"""
"78,11,41,""2021-09-23 13:38:21"""
"78,11,41,""2021-09-23 13:38:21"""
"78,11,41,""2021-09-23 13:38:23"""
"78,11,41,""2021-09-23 13:38:23"""
"78,10,41,""2021-09-23 13:38:26"""
"78,10,41,""2021-09-23 13:38:26"""
"78,10,41,""2021-09-23 13:38:28"""
"78,10,41,""2021-09-23 13:38:28"""
"78,11,41,""2021-09-23 13:38:30"""
"78,11,41,""2021-09-23 13:38:30"""
"78,8,41,""2021-09-23 13:38:32"""
"78,8,41,""2021-09-23 13:38:32"""
"78,10,41,""2021-09-23 13:38:34"""
"78,10,41,""2021-09-23 13:38:34"""
"78,9,41,""2021-09-23 13:38:36"""
"78,9,41,""2021-09-23 13:38:36"""
"78,8,41,""2021-09-23 13:38:38"""
"78,8,41,""2021-09-23 13:38:38"""
"78,10,41,""2021-09-23 13:38:40"""
"78,10,41,""2021-09-23 13:38:40"""
"78,10,41,""2021-09-23 13:38:42"""
"78,10,41,""2021-09-23 13:38:42"""
"78,8,41,""2021-09-23 13:38:45"""
"78,8,41,""2021-09-23 13:38:45"""
"78,8,41,""2021-09-23 13:38:47"""
"78,8,41,""2021-09-23 13:38:47"""
"78,10,41,""2021-09-23 13:38:49"""
"78,10,41,""2021-09-23 13:38:49"""
"78,10,41,""2021-09-23 13:38:51"""
"78,10,41,""2021-09-23 13:38:51"""
"78,8,41,""2021-09-23 13:38:53"""
"78,8,41,""2021-09-23 13:38:53"""
"78,7,41,""2021-09-23 13:38:55"""
"78,7,41,""2021-09-23 13:38:55"""
"78,9,41,""2021-09-23 13:38:57"""
"78,9,41,""2021-09-23 13:38:57"""
"78,9,41,""2021-09-23 13:38:59"""
"78,9,41,""2021-09-23 13:38:59"""
"78,7,41,""2021-09-23 13:39:01"""
"78,7,41,""2021-09-23 13:39:01"""
"78,12,41,""2021-09-23 13:39:04"""
"78,12,41,""2021-09-23 13:39:04"""
"78,8,41,""2021-09-23 13:39:06"""
"78,8,41,""2021-09-23 13:39:06"""
"78,7,41,""2021-09-23 13:39:08"""
"78,7,41,""2021-09-23 13:39:08"""
"78,9,41,""2021-09-23 13:39:10"""
"78,9,41,""2021-09-23 13:39:10"""
"78,6,41,""2021-09-23 13:39:12"""
"78,6,41,""2021-09-23 13:39:12"""
"78,6,41,""2021-09-23 13:39:14"""
"78,6,41,""2021-09-23 13:39:14"""
"78,8,41,""2021-09-23 13:39:16"""
"78,8,41,""2021-09-23 13:39:16"""
"78,6,41,""2021-09-23 13:39:18"""
"78,6,41,""2021-09-23 13:39:18"""
"78,7,41,""2021-09-23 13:39:20"""
"78,7,41,""2021-09-23 13:39:20"""
"78,7,41,""2021-09-23 13:39:23"""
"78,7,41,""2021-09-23 13:39:23"""
"78,8,41,""2021-09-23 13:39:25"""
